"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gnao1",1.55984759976187e-65,0.352402101098069,0.94,0.863,3.96544456811463e-61
"Itga9",2.32304949054483e-65,0.32092726611576,0.206,0.028,5.90565641486306e-61
"Rasgrp1",2.70940868956506e-65,0.380337861751542,0.839,0.647,6.88785877061229e-61
"Gm16183",3.03191009305818e-65,0.414101562848408,0.68,0.448,7.7077218385725e-61
"Sorcs1",3.3486460961554e-65,0.587630789722632,0.88,0.706,8.51292810564625e-61
"Tmem232",8.82175017632715e-65,0.50328689564379,0.287,0.084,2.24266532982589e-60
"Atp6v1e1",8.98230098213183e-65,0.339733540212227,0.577,0.319,2.28348055567755e-60
"Col4a2",9.32848160081483e-65,0.565517810999543,0.648,0.44,2.37148659255914e-60
"1700111E14Rik",1.49812071830587e-64,0.467356034992426,0.787,0.587,3.80852249007719e-60
"Gsdme",4.44616029468004e-64,0.47074427037645,0.788,0.567,1.13030287011356e-59
"P4htm",5.70481886157251e-64,0.342277157043248,0.572,0.317,1.45027905098896e-59
"Tdg",1.44978278253413e-63,0.324503503447959,0.417,0.183,3.68563778975827e-59
"Bmpr1a",2.17932159563309e-63,0.383039868715321,0.685,0.444,5.54027136041843e-59
"Mark1",4.32644869244777e-63,0.387447883205716,0.839,0.676,1.09986978659407e-58
"Vstm2b",6.01236609609592e-63,0.300106981130893,0.446,0.202,1.5284637089495e-58
"Arl15",2.28163461140814e-62,0.66251751568708,0.923,0.869,5.80037150912178e-58
"Slc24a4",2.45191316976823e-62,0.565835975961251,0.643,0.452,6.2332536601848e-58
"Creb3l2",4.43184376754482e-62,0.270537798840542,0.256,0.062,1.12666332258524e-57
"Vstm2l",5.14244561101849e-62,0.287279068756941,0.368,0.14,1.30731252323312e-57
"Gm45345",6.86507612863074e-62,0.29327175151055,0.38,0.149,1.74523965342051e-57
"9630002D21Rik",8.38996558504336e-62,0.481724088509334,0.218,0.041,2.13289705102972e-57
"Adgrf4",1.02961671723707e-61,0.283255313561163,0.196,0.027,2.61749161856008e-57
"Igsf9b",1.2547750799173e-61,0.431586970850351,0.892,0.781,3.18988920816575e-57
"Gk5",1.3183143017135e-61,0.257331089276684,0.296,0.09,3.35141861781606e-57
"Fam13c",2.05910843681935e-61,0.40316250005712,0.734,0.521,5.23466546808215e-57
"Lipe",2.16679040069242e-61,0.329736103722508,0.453,0.216,5.50841455664027e-57
"Sv2b",2.27050900039467e-61,0.38212741698639,0.961,0.926,5.77208798080334e-57
"Lingo1",3.0115104295355e-61,0.383913146172127,0.911,0.812,7.65586181396514e-57
"Sh3bp5",4.34342001529172e-61,0.376537437018157,0.634,0.402,1.10418423628746e-56
"Tanc1",4.75044293080044e-61,0.554824426783417,0.444,0.219,1.20765760186809e-56
"Celf4",6.07228708517566e-61,0.406667875025394,0.976,0.945,1.54369682279336e-56
"Zfp704",2.68785941588002e-60,0.383434397452632,0.784,0.583,6.83307620705019e-56
"Abcc1",3.04915170853006e-60,0.380702184257742,0.546,0.315,7.75155347342513e-56
"Hk1",3.944198461251e-60,0.381633938908487,0.716,0.517,1.00269413281923e-55
"Coro1c",1.37526841282258e-59,0.346603253139028,0.536,0.297,3.49620735907757e-55
"Adra1b",1.45376112702828e-59,0.305898373259545,0.314,0.106,3.69575153713129e-55
"Hes1",1.75094860411881e-59,0.324338036344291,0.332,0.121,4.45126154139085e-55
"4732463B04Rik",2.35490795185956e-59,0.273323467557923,0.328,0.117,5.98664699521737e-55
"Mpp6",2.63193742181398e-59,0.440501026362496,0.785,0.594,6.69091131373549e-55
"Hspbap1",4.99453153824181e-59,0.279989043454247,0.403,0.174,1.26970980765183e-54
"Flrt1",5.21343982558293e-59,0.31138505171101,0.604,0.348,1.32536067245969e-54
"Rgs9",1.21541601723816e-58,0.330369120947258,0.377,0.154,3.08983059902285e-54
"Myo16",1.38656273317428e-58,0.97201406199941,0.664,0.51,3.52491978027565e-54
"Tenm3",1.39508359672134e-58,0.657434779116258,0.88,0.744,3.54658151958498e-54
"6530403H02Rik",2.62895913211674e-58,0.68893882567862,0.533,0.279,6.68333990566718e-54
"Ripk2",3.64256562876513e-58,0.344923968226084,0.474,0.245,9.2601303414467e-54
"Col4a1",3.85014946576754e-58,0.490249463207942,0.612,0.4,9.78784997187424e-54
"Cst3",5.96639915873724e-58,0.35656459515095,0.613,0.366,1.51677799413418e-53
"Grasp",7.79205802172655e-58,0.327022642856332,0.539,0.298,1.98089699028332e-53
"Zmiz1os1",1.32002036206966e-57,0.391836493120311,0.597,0.358,3.35575576445348e-53
"Fbn1",1.74175063942185e-57,0.2994422566904,0.288,0.093,4.42787847553822e-53
"Plcl1",4.4721639142468e-57,0.569015427094174,0.742,0.573,1.13691351027982e-52
"Sarm1",8.34470692948057e-57,0.26346850837348,0.313,0.112,2.12139139561255e-52
"4933432K03Rik",1.49441062670871e-56,0.297356323359201,0.412,0.184,3.79909069521888e-52
"Ptpn5",1.52614547129685e-56,0.39780219949954,0.826,0.671,3.87976701713085e-52
"Plxdc1",1.73824029202956e-56,0.294496516416258,0.37,0.151,4.41895447039754e-52
"Kdm2b",2.16955534013992e-56,0.351210471290907,0.658,0.427,5.51544358570371e-52
"Nin",3.06827738526635e-56,0.332001892875325,0.913,0.784,7.80017476882412e-52
"Myo9b",3.42180655111451e-56,0.356147333505121,0.746,0.547,8.69891661424331e-52
"Itsn2",5.61681363125044e-56,0.36267030259946,0.827,0.651,1.42790636133649e-51
"Cdh13",1.47210245249463e-55,0.78386642170596,0.659,0.427,3.74237885473186e-51
"Rtn4rl1",2.16296649541722e-55,0.487067524352161,0.605,0.416,5.49869342464966e-51
"Snx32",4.5628425166736e-55,0.313526358223075,0.627,0.393,1.15996582458876e-50
"Disp3",5.56051859848796e-55,0.285244180409348,0.354,0.146,1.41359503810761e-50
"Gm35853",9.73988435637634e-55,0.289528139572534,0.146,0.008,2.47607340107799e-50
"Snrnp70",2.46276426617875e-54,0.291089271472944,0.969,0.925,6.26083931747961e-50
"Mrtfa",4.7316818842287e-54,0.346842835496134,0.83,0.681,1.20288816860862e-49
"Vipr1",4.96713462770942e-54,0.297332493614937,0.574,0.342,1.26274496505629e-49
"Ppp4r2",5.05446197566909e-54,0.36180664618539,0.71,0.514,1.28494532345459e-49
"D430041D05Rik",5.92938324372756e-54,0.368816237351191,0.963,0.93,1.50736780822042e-49
"Sned1",1.6399421669751e-53,0.262576500807971,0.251,0.073,4.16906097688409e-49
"Nsmf",3.92288381371986e-53,0.310070944429704,0.641,0.403,9.97275523123862e-49
"Spon1",5.20570971524073e-53,0.717497518398216,0.562,0.357,1.3233955238085e-48
"Spock1",1.09324535234104e-52,0.424219625448198,0.941,0.921,2.77924833472139e-48
"Gm32036",1.11765709741792e-52,0.40353178940619,0.243,0.072,2.84130787305585e-48
"Camk1d",1.20679992620001e-52,0.253498356225268,0.993,0.986,3.06792677238566e-48
"Ppp1r9a",2.30312257568385e-52,0.321388736801559,0.973,0.928,5.85499821190349e-48
"Etnk1",2.35814678271076e-52,0.301439589958945,0.913,0.815,5.99488075100728e-48
"Wdhd1",2.6742248967952e-52,0.294470235580879,0.4,0.186,6.79841453263275e-48
"Ppp2r5c",3.9862877247578e-52,0.341120848530815,0.877,0.739,1.01339406538793e-47
"Ntng2",5.46226039019098e-52,0.482246020414921,0.467,0.262,1.38861583639435e-47
"Gm13912",9.43259120043093e-52,0.27666061201719,0.168,0.023,2.39795333497355e-47
"Olfr111",1.1084511025025e-51,0.346025940937926,0.134,0.005,2.81790439278187e-47
"Ceacam2",1.82990062630328e-51,0.291545011580635,0.388,0.18,4.6519733721882e-47
"Daglb",2.62546032076146e-51,0.268892243074754,0.509,0.279,6.67444522743978e-47
"Slc35f3",2.70685729263071e-51,0.337078270795222,0.837,0.641,6.8813726093258e-47
"Pdzrn3",4.75410155525163e-51,1.0022208382564,0.76,0.67,1.20858769737607e-46
"Eif2b3",8.10261473137729e-51,0.305852914892797,0.457,0.242,2.05984671701073e-46
"Xkr6",2.46638046465305e-50,0.532826671992508,0.765,0.597,6.27003241724098e-46
"Plec",2.50633784901129e-50,0.332570625782538,0.745,0.558,6.3716120797565e-46
"Cenpf",4.11591151844519e-50,0.364280867812883,0.129,0.005,1.04634702621914e-45
"Col11a1",5.70157852996093e-50,0.39171411271125,0.264,0.089,1.44945529388667e-45
"Golga4",1.08153578715367e-49,0.32423086505138,0.771,0.61,2.74948027810205e-45
"Arhgap5",4.218776764697e-49,0.426215060581536,0.792,0.634,1.07249742912127e-44
"Abcb10",4.95476330390091e-49,0.290977805420183,0.366,0.164,1.25959992711769e-44
"Pid1",7.60125534409009e-49,0.459947521940518,0.836,0.683,1.93239113357458e-44
"Gprin3",8.40413272039256e-49,0.309951076936782,0.442,0.228,2.1364986201782e-44
"Tbc1d22a",9.385817777242e-49,0.311082950432644,0.576,0.356,2.38606259533046e-44
"Rbms3",1.44349079494191e-48,0.503601248059623,0.564,0.37,3.66964229890132e-44
"Tafa5",1.79382018402092e-48,0.408927968318516,0.712,0.534,4.56024967181799e-44
"Wscd2",2.86381904474601e-48,0.351007614955227,0.671,0.476,7.28040077555331e-44
"Ttc7b",3.00377876102033e-48,0.309342167261785,0.935,0.867,7.63620636626589e-44
"Zfp850",4.85803176143308e-48,0.28611285850193,0.277,0.099,1.23500883439152e-43
"Igfbp7",6.22867845149407e-48,0.257454119883202,0.248,0.08,1.58345463593882e-43
"Ssbp2",1.00347760790599e-47,0.367611583811788,0.958,0.909,2.5510407748186e-43
"Dtx4",1.10847124231555e-47,0.269807967059183,0.403,0.198,2.81795559221458e-43
"Gsg1l",1.86098821874393e-47,0.555939387976875,0.643,0.486,4.73100424969081e-43
"Sgsm3",2.082677286666e-47,0.290681100902456,0.633,0.417,5.29458219816231e-43
"Pik3r3",2.31190439041076e-47,0.325285174063498,0.634,0.42,5.87732334130223e-43
"Lifr",3.26450229267799e-47,0.262744099549113,0.482,0.265,8.29901772844598e-43
"Eea1",5.13735537865936e-47,0.301534931371461,0.657,0.448,1.30601848436278e-42
"Tmem130",5.25943918200829e-47,0.286339465993556,0.56,0.337,1.33705462885015e-42
"Selenow",7.72725168720916e-47,0.309067271653608,0.702,0.481,1.96442192392231e-42
"Epm2a",1.03934978962838e-46,0.260104766190761,0.43,0.219,2.64223503519327e-42
"Actn1",1.04140994844476e-46,0.342509301848227,0.729,0.554,2.64747237093626e-42
"Fhl2",1.64174664077518e-46,0.302878720011319,0.655,0.434,4.17364831017867e-42
"Radil",1.72649487953629e-46,0.267365540283494,0.521,0.297,4.38909528275715e-42
"Smarcc2",1.74718855097959e-46,0.315246904852838,0.761,0.562,4.44170273430032e-42
"Cacna1a",2.34508664668834e-46,0.297145538042647,0.996,0.996,5.9616792732111e-42
"Uchl1",4.35361721311977e-46,0.30336569333754,0.698,0.485,1.10677656791931e-41
"Etfa",6.77016298702409e-46,0.270638001926227,0.415,0.216,1.72111083456126e-41
"Snap47",6.9301559935081e-46,0.278067623813183,0.607,0.389,1.76178425666963e-41
"Plp1",1.21389652353425e-45,0.343087962561004,0.612,0.387,3.08596774212877e-41
"Mphosph8",1.99970784063521e-45,0.27451285926645,0.683,0.472,5.08365727246283e-41
"Ppp1r37",2.23863431899659e-45,0.281300631409288,0.598,0.383,5.69105616575314e-41
"Ap2b1",3.26658091653499e-45,0.29470859394494,0.883,0.749,8.30430200601526e-41
"Plpp3",3.34506001406491e-45,0.261138223111132,0.219,0.064,8.50381156775581e-41
"Tmem91",4.26572988759736e-45,0.304308479465239,0.313,0.132,1.084433852025e-40
"Nrn1",4.64088531662711e-45,0.316601687311765,0.752,0.563,1.17980586519294e-40
"Btk",4.97694516624895e-45,0.263544533863675,0.138,0.015,1.26523900016381e-40
"Gm11290",5.43361537003274e-45,0.317511747344243,0.3,0.121,1.38133369936972e-40
"Spns2",5.48463675507476e-45,0.26078786876626,0.473,0.261,1.3943043558751e-40
"Ncs1",6.34370979260088e-45,0.294637267577779,0.621,0.415,1.612697903475e-40
"Tmem266",6.75446145915195e-45,0.261195709968601,0.357,0.17,1.71711919214561e-40
"Rrbp1",7.56082320037586e-45,0.264877016552103,0.455,0.246,1.92211247399955e-40
"Ankrd13c",1.01453561421399e-44,0.340994733405922,0.696,0.506,2.5791524384548e-40
"Syne3",1.07989151192176e-44,0.266383257614923,0.139,0.016,2.7453002016075e-40
"Myo10",1.40028416755294e-44,0.257310695924094,0.306,0.129,3.55980241075308e-40
"Timp3",1.51006681695928e-44,0.286039861085148,0.52,0.302,3.83889186207387e-40
"Map7d2",4.06153001952035e-44,0.308059172035485,0.797,0.646,1.03252216156246e-39
"Pde4a",4.08581008390802e-44,0.282436657862357,0.876,0.675,1.0386946395311e-39
"Rabgap1",4.41237239355034e-44,0.265686073262504,0.916,0.82,1.12171330988837e-39
"Gm32647",1.28159150273888e-43,0.470346468665357,0.264,0.097,3.25806191826277e-39
"Creg2",1.9994190816053e-43,0.267075900140511,0.513,0.298,5.08292318925699e-39
"Atp1a3",5.16321604851557e-43,0.266027538065817,0.924,0.835,1.31259278385363e-38
"Cit",5.2126006684444e-43,0.356077124774671,0.827,0.738,1.32514734193193e-38
"Gm35188",7.72739542917961e-43,0.430718491551168,0.789,0.644,1.96445846600604e-38
"Pde4b",1.34445482501455e-42,0.428162368408032,0.969,0.934,3.417873056152e-38
"Adgrd1",1.35967707857879e-42,0.254006239139024,0.243,0.084,3.45657106916301e-38
"1500035N22Rik",1.48444835053826e-42,0.280807315575479,0.488,0.284,3.77376459673837e-38
"Csmd2",1.95946799269835e-42,0.418076655482222,0.953,0.93,4.98135953103774e-38
"Slc8a1",2.10802685442564e-42,0.335241635094371,0.99,0.982,5.35902586932087e-38
"Mrps26",2.63295305297668e-42,0.250284706833552,0.448,0.245,6.69349325127732e-38
"Mad1l1",2.6890426469646e-42,0.293358738156116,0.376,0.19,6.83608421711341e-38
"Dipk1a",3.44577040406557e-42,0.297103193645858,0.62,0.418,8.7598375212155e-38
"Cipc",3.67459310385505e-42,0.268827150226185,0.614,0.409,9.34155058862032e-38
"Atad3a",3.98183167382997e-42,0.264220425212448,0.551,0.342,1.01226124812105e-37
"Emc3",1.7969507932642e-41,0.270897783167721,0.576,0.364,4.56820830663625e-37
"Bbs5",2.49745860101221e-41,0.250996079917331,0.552,0.339,6.34903925549324e-37
"Klc1",2.71273570059699e-41,0.296531602277746,0.857,0.744,6.89631669805767e-37
"Cpe",3.08225822365427e-41,0.296944935793103,0.96,0.903,7.83571685617389e-37
"0610012G03Rik",5.16854229448725e-41,0.270505647968328,0.334,0.16,1.31394682210455e-36
"Gm34544",5.66105614394196e-41,0.603454879221933,0.28,0.116,1.43915369291292e-36
"Cux2",1.25855965754755e-40,0.881862371550368,0.544,0.456,3.19951036141739e-36
"Adamts18",1.37395404520305e-40,0.463001796758239,0.255,0.101,3.49286597371519e-36
"Hmgcs1",2.39435989889709e-40,0.264638900891411,0.513,0.306,6.08694173497618e-36
"Kcnq2",2.40843521319413e-40,0.294078288410365,0.891,0.781,6.12272399898212e-36
"Prkar1b",2.53128266010157e-40,0.27936077072949,0.851,0.722,6.43502677851021e-36
"Inhba",3.0996283248788e-40,0.471377131665212,0.394,0.223,7.87987512750689e-36
"Rab11fip4",5.12889832966163e-40,0.271943211233826,0.738,0.537,1.30386853336658e-35
"Ctif",9.68993420917701e-40,0.300752994995846,0.786,0.63,2.46337507465698e-35
"Ncam1",9.94033377624038e-40,0.329444780051368,0.952,0.893,2.52703165259583e-35
"Mir9-3hg",1.0955441246322e-39,0.282251314914942,0.835,0.706,2.78509227363997e-35
"Capn15",1.1019048148274e-39,0.264766971259583,0.659,0.462,2.80126242025423e-35
"Slc7a14",1.20813745358677e-39,0.316075522265747,0.776,0.601,3.07132703450829e-35
"Rab24",1.31931370003491e-39,0.251330319668241,0.449,0.254,3.35395928822874e-35
"Sox5",3.071932482721e-39,0.484492988318053,0.843,0.746,7.80946675757333e-35
"Podxl2",4.36150111586335e-39,0.265590458908515,0.5,0.306,1.10878081367478e-34
"Cped1",5.35369348303506e-39,0.292154523490238,0.175,0.047,1.36101595725717e-34
"Sh2d4b",5.99388285926076e-39,0.301099206397416,0.314,0.151,1.52376490048127e-34
"Gpc5",1.62402161074211e-38,0.719528214946848,0.4,0.218,4.12858773882859e-34
"Zfp799",1.8013090595442e-38,0.271175300552022,0.568,0.377,4.57928789117325e-34
"Ndufc2",3.26878535279422e-38,0.267415119893005,0.423,0.234,8.30990612387346e-34
"Gclc",3.3232980857433e-38,0.259574347534117,0.557,0.36,8.44848839357662e-34
"Enah",4.86028610720801e-38,0.300068818464504,0.905,0.82,1.23558193417442e-33
"Hunk",2.85281216647253e-37,0.251969059098045,0.278,0.121,7.25241908960648e-33
"Grb2",3.26876806675506e-37,0.260051071236085,0.593,0.405,8.30986217930471e-33
"Hcfc2",3.87040812475771e-37,0.272282783967719,0.527,0.34,9.83935153475906e-33
"Ipo5",6.68947392598859e-37,0.293186044012272,0.563,0.386,1.70059806146482e-32
"Aldoa",1.11113434717028e-36,0.258831380182334,0.61,0.407,2.82472573737628e-32
"Kcnab1",1.67721051576964e-36,0.456549243748494,0.646,0.459,4.26380457318957e-32
"Zswim6",2.2439601241783e-36,0.368896375273288,0.866,0.791,5.70459542768607e-32
"Gm15478",4.14705161357212e-36,0.289851896679652,0.641,0.45,1.0542634612023e-31
"Ppm1e",5.45908074604264e-36,0.323987712555295,0.971,0.926,1.38780750725896e-31
"Rnf227",5.62443538697368e-36,0.250716290530604,0.436,0.251,1.42984396407645e-31
"Gab3",6.14767912692347e-36,0.296302225374185,0.288,0.136,1.56286298764648e-31
"Elavl3",7.18568145729209e-36,0.261088786202435,0.912,0.821,1.82674394007279e-31
"Sulf2",7.22073250626115e-36,0.316899029320039,0.402,0.225,1.83565461774171e-31
"Parp8",8.80614439260248e-36,0.283056604290843,0.625,0.446,2.2386980274874e-31
"Apbb2",1.47722199711924e-35,0.314861400510586,0.899,0.827,3.75539376107653e-31
"Cdh22",2.11783208997886e-35,0.25488227581889,0.502,0.314,5.38395273914425e-31
"Dclre1c",2.16121876498569e-35,0.251930594252609,0.509,0.323,5.49425034434663e-31
"Zfp652",4.83867912207138e-35,0.265266627728587,0.722,0.547,1.23008900641299e-30
"Lama2",5.92132625948443e-35,0.383242811177119,0.21,0.077,1.50531956168613e-30
"Qk",6.81128179637482e-35,0.303512375507569,0.763,0.591,1.73156405827441e-30
"Rbm28",1.01697940468408e-34,0.251755147014847,0.776,0.624,2.58536504258787e-30
"Spindoc",1.40956953504328e-34,0.250492499077706,0.52,0.34,3.58340767198702e-30
"Cadm1",1.61203700737869e-34,0.317727655314826,0.978,0.938,4.09812048015811e-30
"Grk5",1.67661094306476e-34,0.281649177484896,0.405,0.233,4.26228033945922e-30
"4921534H16Rik",2.22769606862249e-34,0.307191951768356,0.675,0.494,5.6632489456521e-30
"Robo3",2.60766258202879e-34,0.350382391401815,0.329,0.17,6.62919981603359e-30
"P3h2",4.29147378757827e-34,0.277287492557677,0.315,0.159,1.09097846627815e-29
"Eipr1",4.32645727890803e-34,0.257216840160008,0.638,0.46,1.099871969444e-29
"Garnl3",4.39578546134972e-34,0.375923317373427,0.861,0.76,1.11749657998433e-29
"Hipk2",5.13752633560857e-34,0.284294089644532,0.643,0.463,1.30606194503841e-29
"Ogdh",5.25908349629834e-34,0.253804187634524,0.77,0.613,1.33696420642896e-29
"Dok5",7.43983932546768e-34,0.285865968434481,0.58,0.406,1.89135595332039e-29
"Hcn1",1.21225435791501e-33,0.263769626065953,0.951,0.87,3.08179302869154e-29
"Cacna1c",2.56736831376193e-33,0.252617093737217,0.982,0.965,6.52676372724558e-29
"Slc24a2",3.379359403661e-33,0.306939945980006,0.959,0.922,8.591007475987e-29
"Atp11b",5.61029126809327e-33,0.29878546961584,0.82,0.712,1.42624824617467e-28
"Ppp2r3a",6.70465472588088e-33,0.258413592423369,0.771,0.604,1.70445732441344e-28
"Glis3",1.0218139419288e-32,0.554097791405367,0.23,0.096,2.59765540317139e-28
"Prpf4b",1.04534582761983e-32,0.252584994604133,0.917,0.853,2.65747816297514e-28
"Zfyve28",1.72986926207262e-32,0.262669446148968,0.838,0.708,4.39767363804101e-28
"Syndig1",2.51266888340891e-32,0.28897749395382,0.688,0.526,6.38770683540213e-28
"Airn",4.4074292398424e-32,0.392225830970647,0.468,0.305,1.12045666135274e-27
"Me3",5.0221150947552e-32,0.3537503802297,0.829,0.742,1.27672209938867e-27
"Uhrf1bp1l",6.17523132602022e-32,0.254837322404389,0.746,0.569,1.56986730770086e-27
"Pde2a",6.50876995584588e-32,0.259398607174441,0.853,0.715,1.65465949817514e-27
"St8sia5",7.37021140579284e-32,0.270726871685869,0.725,0.584,1.87365514358065e-27
"Comt",2.5425379798553e-31,0.250739560474192,0.666,0.496,6.46364005238814e-27
"Gse1",3.25481505380448e-31,0.339172840730183,0.83,0.725,8.27439082978175e-27
"9530059O14Rik",6.48417767993755e-31,0.373307705962794,0.902,0.824,1.64840764979372e-26
"Cacna1b",1.26527082057589e-30,0.265915700543827,0.889,0.812,3.21657148006802e-26
"Kcnt1",1.57959682116679e-30,0.277589721122044,0.679,0.529,4.01565103877021e-26
"Rapgef5",1.6333762995304e-30,0.429910287785362,0.822,0.782,4.15236922866619e-26
"5330417C22Rik",3.31214355335516e-30,0.271595720587865,0.844,0.753,8.42013134133948e-26
"Gm20642",3.66296858252873e-30,0.269775248210399,0.961,0.934,9.31199873050454e-26
"Nfix",4.16027506120552e-30,0.28087842725335,0.765,0.625,1.05762512605967e-25
"Arhgap10",4.34181764465123e-30,0.338697653518981,0.756,0.639,1.10377688162324e-25
"Dock3",4.86656522347847e-30,0.262368627328679,0.984,0.983,1.2371782111127e-25
"Prkcz",4.91600191804871e-30,0.256288886837012,0.813,0.689,1.24974600760634e-25
"Slc7a8",5.66699985298153e-30,0.264326267094755,0.722,0.575,1.44066470262497e-25
"Acat1",8.73270962807006e-30,0.263280638686506,0.728,0.571,2.22002944164797e-25
"Igf1r",1.24452433256655e-29,0.365310289838621,0.928,0.885,3.16382975825068e-25
"Matk",1.32110405639643e-29,0.274896576646585,0.739,0.573,3.35851073217101e-25
"Adarb1",1.54166703761825e-29,0.40436964247395,0.721,0.611,3.91922594303311e-25
"Grik4",4.19450309854816e-29,0.536296946667637,0.628,0.499,1.06632657771291e-24
"Zfp385b",5.22171160699624e-29,0.413863984748203,0.879,0.827,1.32746352473058e-24
"Atp6v0c",5.31792336107134e-29,0.257524997989847,0.833,0.668,1.35192247685156e-24
"Efcab6",6.42648853820151e-29,0.267219880429694,0.497,0.335,1.63374191618159e-24
"Gm10649",1.07527241120707e-28,0.298194665450231,0.379,0.232,2.73355752377062e-24
"Mpv17l",1.92204428354337e-28,0.32008182150987,0.559,0.403,4.88622097762395e-24
"Ptpre",3.15358270824749e-28,0.295565527252269,0.458,0.304,8.01703796090677e-24
"Gm26911",3.36280675471353e-28,0.296346372348186,0.384,0.239,8.54892733183274e-24
"4930587E11Rik",5.70684040094112e-28,0.269392581341665,0.631,0.472,1.45079296672725e-23
"Lpin2",7.37146336457634e-28,0.272864862227901,0.729,0.613,1.8739734165426e-23
"Zcchc18",7.51585023897476e-28,0.391751476425506,0.807,0.708,1.91067944775216e-23
"Gm11417",8.72610295659358e-28,0.258530600227896,0.442,0.284,2.21834989362522e-23
"Sulf1",1.03328542431324e-27,0.58585357098649,0.347,0.21,2.62681820568911e-23
"Cdh4",1.98457363043393e-26,0.442992063130287,0.505,0.377,5.04518308328915e-22
"Akap13",1.0308868690044e-25,0.290245031026563,0.527,0.388,2.62072059838299e-21
"Astn2",1.30744761872262e-25,0.362911664107956,0.913,0.848,3.32379333631664e-21
"Dock4",2.49404044161637e-25,0.372267317947641,0.93,0.87,6.34034961067713e-21
"Slit3",2.97836908814336e-25,0.304834853968017,0.933,0.87,7.57160989587806e-21
"Smyd3",5.27315357190629e-24,0.324241568731447,0.904,0.833,1.34054110105002e-19
"Igsf11",1.03908575688536e-23,0.281515887054741,0.345,0.212,2.64156381115397e-19
"Trpc4",1.24628030606328e-23,0.345069524193667,0.467,0.323,3.16829379407408e-19
"Gm43948",5.89343742748722e-23,0.314703673942909,0.457,0.328,1.4982296628158e-18
"Dpp10",6.44307617207677e-22,0.271544132999498,0.989,0.986,1.63795882446536e-17
"Sfxn5",4.06508675084109e-21,0.27276859624527,0.651,0.518,1.03342635379882e-16
"Kcnn2",4.6914863488045e-21,0.290562019683525,0.796,0.68,1.19266965959308e-16
"Tmem117",5.89954328350908e-20,0.29342287115582,0.581,0.44,1.49978189353368e-15
"Klhl29",3.54343412197683e-19,0.282357786667928,0.909,0.892,9.00811822488951e-15
"B3galt1",2.06161361577453e-18,0.254153650933762,0.985,0.969,5.24103413402201e-14
"Slc35f4",3.52280382410998e-18,0.25006108040907,0.871,0.798,8.9556718816524e-14
"Synpr",8.33376238654618e-18,0.326495388495824,0.339,0.228,2.11860907390777e-13
"Dner",9.67271436008314e-18,0.293661176586258,0.533,0.422,2.45899744462034e-13
"Pdgfc",6.17942205525908e-17,0.330073332677299,0.517,0.421,1.57093267488796e-12
"Gm2164",1.10466353190681e-16,0.304163125667008,0.265,0.165,2.8082756308135e-12
"Rasgef1b",4.84080996805769e-13,0.283581216149901,0.881,0.837,1.23063071007963e-08
"Antxr1",6.99654093019024e-13,0.310617663689607,0.44,0.353,1.77866063527296e-08
"Tmtc1",6.84832680465871e-12,0.257912062397883,0.689,0.617,1.74098164028034e-07
"Nell1",1.57493070020118e-09,0.322100523113317,0.563,0.481,4.00378882605145e-05
"Tshz2",9.11578460843593e-08,0.416037954137004,0.168,0.113,0.00231741476315658
"Hs6st3",3.60981940618421e-07,0.263651128512399,0.867,0.817,0.00917688289440149
"Nr3c2",1.64019868943709e-06,0.392735719440174,0.644,0.592,0.0416971310828698
